participantId,saving_rate,educationLevel,mood_type,haveKids,date
6,0.3036627749254236,HighSchoolOrCollege,happy,True,2023-02-01
6,0.2070304270589154,HighSchoolOrCollege,happy,True,2023-03-01
6,0.19699613194020837,HighSchoolOrCollege,happy,True,2023-04-01
6,0.04777359118057156,HighSchoolOrCollege,happy,True,2023-05-01
7,0.7182783335939839,Bachelors,happy,True,2022-03-01
7,0.6103654913473564,Bachelors,happy,True,2022-04-01
7,0.6413966057655045,Bachelors,happy,True,2022-05-01
7,0.6574567763739535,Bachelors,happy,True,2022-06-01
7,0.6330716117498395,Bachelors,happy,True,2022-07-01
7,0.6942400109928771,Bachelors,happy,True,2022-08-01
7,0.6711390865687501,Bachelors,happy,True,2022-09-01
7,0.6645697712036553,Bachelors,happy,True,2022-10-01
7,0.668627517616857,Bachelors,happy,True,2022-11-01
7,0.6906320986424421,Bachelors,happy,True,2022-12-01
7,0.6726751561275212,Bachelors,happy,True,2023-01-01
7,0.6705182721053502,Bachelors,happy,True,2023-02-01
7,0.6974551765194508,Bachelors,happy,True,2023-03-01
7,0.6200031388014275,Bachelors,happy,True,2023-04-01
7,0.6426708923211534,Bachelors,happy,True,2023-05-01
8,0.6451063419796671,Bachelors,happy,True,2022-03-01
8,0.39444049776572343,Bachelors,happy,True,2022-04-01
8,0.3864853969599171,Bachelors,happy,True,2022-05-01
8,0.4220206859539015,Bachelors,happy,True,2022-06-01
8,0.31616575394577107,Bachelors,happy,True,2022-07-01
8,0.4298011404562653,Bachelors,happy,True,2022-08-01
8,0.3892444998696293,Bachelors,happy,True,2022-09-01
8,0.3878208480590496,Bachelors,happy,True,2022-10-01
8,0.394724126830753,Bachelors,happy,True,2022-11-01
8,0.3948837586992646,Bachelors,happy,True,2022-12-01
8,0.368913454827709,Bachelors,happy,True,2023-01-01
8,0.3742791485156294,Bachelors,happy,True,2023-02-01
8,0.4341474158302312,Bachelors,happy,True,2023-03-01
8,0.3555755863529564,Bachelors,happy,True,2023-04-01
8,0.31329819428018624,Bachelors,happy,True,2023-05-01
9,0.914823926945186,Bachelors,sad,True,2022-03-01
9,0.8906029478794945,Bachelors,sad,True,2022-04-01
9,0.8998202318390636,Bachelors,sad,True,2022-05-01
9,0.8904811732592802,Bachelors,sad,True,2022-06-01
9,0.8969088865387356,Bachelors,sad,True,2022-07-01
9,0.8998887128287211,Bachelors,sad,True,2022-08-01
9,0.8950512478693357,Bachelors,sad,True,2022-09-01
9,0.8939897289962349,Bachelors,sad,True,2022-10-01
9,0.8934416654975442,Bachelors,sad,True,2022-11-01
9,0.8915128138124235,Bachelors,sad,True,2022-12-01
9,0.8985113807032296,Bachelors,sad,True,2023-01-01
9,0.8921298873023771,Bachelors,sad,True,2023-02-01
9,0.8918106000527333,Bachelors,sad,True,2023-03-01
9,0.8854959859845052,Bachelors,sad,True,2023-04-01
9,0.890996606787581,Bachelors,sad,True,2023-05-01
10,0.8447652205386054,HighSchoolOrCollege,happy,True,2022-03-01
10,0.7779764173085604,HighSchoolOrCollege,happy,True,2022-04-01
10,0.8285448062341187,HighSchoolOrCollege,happy,True,2022-05-01
10,0.8293239151510374,HighSchoolOrCollege,happy,True,2022-06-01
10,0.8157736615620783,HighSchoolOrCollege,happy,True,2022-07-01
10,0.8028140233274103,HighSchoolOrCollege,happy,True,2022-08-01
10,0.8279809394931134,HighSchoolOrCollege,happy,True,2022-09-01
10,0.7961467687706248,HighSchoolOrCollege,happy,True,2022-10-01
10,0.811955794985801,HighSchoolOrCollege,happy,True,2022-11-01
10,0.8061931828836021,HighSchoolOrCollege,happy,True,2022-12-01
10,0.8154970642644125,HighSchoolOrCollege,happy,True,2023-01-01
10,0.802148349263515,HighSchoolOrCollege,happy,True,2023-02-01
10,0.8273248005641658,HighSchoolOrCollege,happy,True,2023-03-01
10,0.7913905330495442,HighSchoolOrCollege,happy,True,2023-04-01
10,0.803293103028796,HighSchoolOrCollege,happy,True,2023-05-01
11,0.8039695799637279,HighSchoolOrCollege,sad,True,2022-03-01
11,0.817893074241114,HighSchoolOrCollege,sad,True,2022-04-01
11,0.8339442237707517,HighSchoolOrCollege,sad,True,2022-05-01
11,0.7737029157979404,HighSchoolOrCollege,sad,True,2022-06-01
11,0.8138584011101955,HighSchoolOrCollege,sad,True,2022-07-01
11,0.7784047335002053,HighSchoolOrCollege,sad,True,2022-08-01
11,0.7668859789965956,HighSchoolOrCollege,sad,True,2022-09-01
11,0.8045291468317093,HighSchoolOrCollege,sad,True,2022-10-01
11,0.8082009763826432,HighSchoolOrCollege,sad,True,2022-11-01
11,0.8101232741845407,HighSchoolOrCollege,sad,True,2022-12-01
11,0.7936331712934998,HighSchoolOrCollege,sad,True,2023-01-01
11,0.8023195478323799,HighSchoolOrCollege,sad,True,2023-02-01
11,0.808642714019326,HighSchoolOrCollege,sad,True,2023-03-01
11,0.7968573104487626,HighSchoolOrCollege,sad,True,2023-04-01
11,0.7397402505606752,HighSchoolOrCollege,sad,True,2023-05-01
12,0.8093614203128622,HighSchoolOrCollege,sad,True,2022-03-01
12,0.7658486010799002,HighSchoolOrCollege,sad,True,2022-04-01
12,0.7687184628844238,HighSchoolOrCollege,sad,True,2022-05-01
12,0.7533797729742733,HighSchoolOrCollege,sad,True,2022-06-01
12,0.7529877679083005,HighSchoolOrCollege,sad,True,2022-07-01
12,0.7463592194035215,HighSchoolOrCollege,sad,True,2022-08-01
12,0.7748765830284158,HighSchoolOrCollege,sad,True,2022-09-01
12,0.8021346114422075,HighSchoolOrCollege,sad,True,2022-10-01
12,0.8073912351323078,HighSchoolOrCollege,sad,True,2022-11-01
12,0.7983959539604708,HighSchoolOrCollege,sad,True,2022-12-01
12,0.7580398355209896,HighSchoolOrCollege,sad,True,2023-01-01
12,0.786679232231183,HighSchoolOrCollege,sad,True,2023-02-01
12,0.7849641479879043,HighSchoolOrCollege,sad,True,2023-03-01
12,0.8020121442828003,HighSchoolOrCollege,sad,True,2023-04-01
12,0.797312352594962,HighSchoolOrCollege,sad,True,2023-05-01
13,0.7086683645672501,Bachelors,happy,True,2022-03-01
13,0.5695238847208084,Bachelors,happy,True,2022-04-01
13,0.5656865078439268,Bachelors,happy,True,2022-05-01
13,0.5967215431893864,Bachelors,happy,True,2022-06-01
13,0.5688205474749695,Bachelors,happy,True,2022-07-01
13,0.5958773338101808,Bachelors,happy,True,2022-08-01
13,0.5729317044596798,Bachelors,happy,True,2022-09-01
13,0.6112258188931877,Bachelors,happy,True,2022-10-01
13,0.6326831415374724,Bachelors,happy,True,2022-11-01
13,0.6320028187031081,Bachelors,happy,True,2022-12-01
13,0.6014532089845593,Bachelors,happy,True,2023-01-01
13,0.5609616788122735,Bachelors,happy,True,2023-02-01
13,0.5747376120044503,Bachelors,happy,True,2023-03-01
13,0.5749204143513476,Bachelors,happy,True,2023-04-01
13,0.5701938823812063,Bachelors,happy,True,2023-05-01
14,0.7895680230737491,Graduate,happy,True,2022-03-01
14,0.6984380085966062,Graduate,happy,True,2022-04-01
14,0.7030299928690422,Graduate,happy,True,2022-05-01
14,0.7278514785646848,Graduate,happy,True,2022-06-01
14,0.6952787491577985,Graduate,happy,True,2022-07-01
14,0.733078677032672,Graduate,happy,True,2022-08-01
14,0.7177743918376387,Graduate,happy,True,2022-09-01
14,0.7077739857149479,Graduate,happy,True,2022-10-01
14,0.7217949989166579,Graduate,happy,True,2022-11-01
14,0.7200401292339027,Graduate,happy,True,2022-12-01
14,0.7144797061989716,Graduate,happy,True,2023-01-01
14,0.7110110825788096,Graduate,happy,True,2023-02-01
14,0.7428766688775961,Graduate,happy,True,2023-03-01
14,0.6969759183374029,Graduate,happy,True,2023-04-01
14,0.6795741845110461,Graduate,happy,True,2023-05-01
15,0.8436088304564833,HighSchoolOrCollege,sad,True,2022-03-01
15,0.774189233288775,HighSchoolOrCollege,sad,True,2022-04-01
15,0.7693417071832678,HighSchoolOrCollege,sad,True,2022-05-01
15,0.8060875299055149,HighSchoolOrCollege,sad,True,2022-06-01
15,0.8385889487904641,HighSchoolOrCollege,sad,True,2022-07-01
15,0.790766029698018,HighSchoolOrCollege,sad,True,2022-08-01
15,0.7778993119274441,HighSchoolOrCollege,sad,True,2022-09-01
15,0.78532757478291,HighSchoolOrCollege,sad,True,2022-10-01
15,0.8103257380106554,HighSchoolOrCollege,sad,True,2022-11-01
15,0.8220748853528684,HighSchoolOrCollege,sad,True,2022-12-01
15,0.8117954295501797,HighSchoolOrCollege,sad,True,2023-01-01
15,0.7917483789827356,HighSchoolOrCollege,sad,True,2023-02-01
15,0.8111827293407977,HighSchoolOrCollege,sad,True,2023-03-01
15,0.8288004832240918,HighSchoolOrCollege,sad,True,2023-04-01
15,0.7682771485475691,HighSchoolOrCollege,sad,True,2023-05-01
16,0.8811168085214628,Bachelors,sad,True,2022-03-01
16,0.8627101622710819,Bachelors,sad,True,2022-04-01
16,0.868885875932655,Bachelors,sad,True,2022-05-01
16,0.883809481380799,Bachelors,sad,True,2022-06-01
16,0.8757763239910523,Bachelors,sad,True,2022-07-01
16,0.88791066758401,Bachelors,sad,True,2022-08-01
16,0.8874002714324465,Bachelors,sad,True,2022-09-01
16,0.8756065780132553,Bachelors,sad,True,2022-10-01
16,0.8897010439087037,Bachelors,sad,True,2022-11-01
16,0.8849277546056743,Bachelors,sad,True,2022-12-01
16,0.8713734770628088,Bachelors,sad,True,2023-01-01
16,0.8527848845428858,Bachelors,sad,True,2023-02-01
16,0.8909540008278349,Bachelors,sad,True,2023-03-01
16,0.8500064355621331,Bachelors,sad,True,2023-04-01
16,0.8681816341082169,Bachelors,sad,True,2023-05-01
17,0.9210473445618017,Bachelors,sad,True,2022-03-01
17,0.9313039452437941,Bachelors,sad,True,2022-04-01
17,0.9281299816363104,Bachelors,sad,True,2022-05-01
17,0.9166521316508331,Bachelors,sad,True,2022-06-01
17,0.928874570422851,Bachelors,sad,True,2022-07-01
17,0.9370591444802769,Bachelors,sad,True,2022-08-01
17,0.928160724056109,Bachelors,sad,True,2022-09-01
17,0.9134391706837712,Bachelors,sad,True,2022-10-01
17,0.9345782936278941,Bachelors,sad,True,2022-11-01
17,0.922317016914326,Bachelors,sad,True,2022-12-01
17,0.9408332948311842,Bachelors,sad,True,2023-01-01
17,0.9146541133561537,Bachelors,sad,True,2023-02-01
17,0.9317656000394167,Bachelors,sad,True,2023-03-01
17,0.9355671076837894,Bachelors,sad,True,2023-04-01
17,0.9324344399635607,Bachelors,sad,True,2023-05-01
18,0.9286466807028136,Graduate,sad,True,2022-03-01
18,0.9024349003969044,Graduate,sad,True,2022-04-01
18,0.9059242307160505,Graduate,sad,True,2022-05-01
18,0.9132231974266818,Graduate,sad,True,2022-06-01
18,0.9230343037316197,Graduate,sad,True,2022-07-01
18,0.9310804975061208,Graduate,sad,True,2022-08-01
18,0.9335871782620988,Graduate,sad,True,2022-09-01
18,0.9200829014886902,Graduate,sad,True,2022-10-01
18,0.9224784450169394,Graduate,sad,True,2022-11-01
18,0.9290565846794884,Graduate,sad,True,2022-12-01
18,0.9321251351629491,Graduate,sad,True,2023-01-01
18,0.9280788799934617,Graduate,sad,True,2023-02-01
18,0.9328535757158505,Graduate,sad,True,2023-03-01
18,0.9123740768385193,Graduate,sad,True,2023-04-01
18,0.9328605929903704,Graduate,sad,True,2023-05-01
19,0.8515712569596559,Bachelors,sad,True,2022-03-01
19,0.8276299839289903,Bachelors,sad,True,2022-04-01
19,0.8510101368901288,Bachelors,sad,True,2022-05-01
19,0.8286989548775957,Bachelors,sad,True,2022-06-01
19,0.8260929731313407,Bachelors,sad,True,2022-07-01
19,0.845346105854704,Bachelors,sad,True,2022-08-01
19,0.8465367350447356,Bachelors,sad,True,2022-09-01
19,0.7977290455576553,Bachelors,sad,True,2022-10-01
19,0.8413893887164917,Bachelors,sad,True,2022-11-01
19,0.832108842392997,Bachelors,sad,True,2022-12-01
19,0.8319429447136834,Bachelors,sad,True,2023-01-01
19,0.8452555918327487,Bachelors,sad,True,2023-02-01
19,0.8587525953307624,Bachelors,sad,True,2023-03-01
19,0.8209030462087197,Bachelors,sad,True,2023-04-01
19,0.8315115312182586,Bachelors,sad,True,2023-05-01
20,0.8167650532267736,HighSchoolOrCollege,happy,True,2022-03-01
20,0.7638336281004174,HighSchoolOrCollege,happy,True,2022-04-01
20,0.757466179921854,HighSchoolOrCollege,happy,True,2022-05-01
20,0.7832281438402056,HighSchoolOrCollege,happy,True,2022-06-01
20,0.7566675210179168,HighSchoolOrCollege,happy,True,2022-07-01
20,0.7893790168366875,HighSchoolOrCollege,happy,True,2022-08-01
20,0.7878340726824296,HighSchoolOrCollege,happy,True,2022-09-01
20,0.749799538865439,HighSchoolOrCollege,happy,True,2022-10-01
20,0.7602562853836958,HighSchoolOrCollege,happy,True,2022-11-01
20,0.7566911353840984,HighSchoolOrCollege,happy,True,2022-12-01
20,0.7950716756049806,HighSchoolOrCollege,happy,True,2023-01-01
20,0.7433756651173935,HighSchoolOrCollege,happy,True,2023-02-01
20,0.7837476824499846,HighSchoolOrCollege,happy,True,2023-03-01
20,0.7404928416571668,HighSchoolOrCollege,happy,True,2023-04-01
20,0.7191349963779301,HighSchoolOrCollege,happy,True,2023-05-01
21,0.3305121952983665,Low,happy,True,2022-03-01
21,0.1901500641177627,Low,happy,True,2022-04-01
21,0.38933923326532416,Low,happy,True,2022-05-01
21,0.2931801803137559,Low,happy,True,2022-06-01
21,0.2842287779325403,Low,happy,True,2022-07-01
21,0.24229775357756766,Low,happy,True,2022-08-01
21,0.18924515148204857,Low,happy,True,2022-09-01
21,0.3130200502873617,Low,happy,True,2022-10-01
21,0.3314359961824589,Low,happy,True,2022-11-01
21,0.1525479143949724,Low,happy,True,2022-12-01
21,0.26292426054774143,Low,happy,True,2023-01-01
21,0.27326893931543517,Low,happy,True,2023-02-01
21,0.21265127732371436,Low,happy,True,2023-03-01
21,0.3566961580104815,Low,happy,True,2023-04-01
21,0.2238615077902646,Low,happy,True,2023-05-01
22,0.5864368993386124,HighSchoolOrCollege,happy,True,2022-03-01
22,0.397201327843436,HighSchoolOrCollege,happy,True,2022-04-01
22,0.3965111291043766,HighSchoolOrCollege,happy,True,2022-05-01
22,0.4349869176078597,HighSchoolOrCollege,happy,True,2022-06-01
22,0.39769491893778386,HighSchoolOrCollege,happy,True,2022-07-01
22,0.46199072644311456,HighSchoolOrCollege,happy,True,2022-08-01
22,0.4417108993270258,HighSchoolOrCollege,happy,True,2022-09-01
22,0.4383443761444006,HighSchoolOrCollege,happy,True,2022-10-01
22,0.44445404650771425,HighSchoolOrCollege,happy,True,2022-11-01
22,0.4578143829985989,HighSchoolOrCollege,happy,True,2022-12-01
22,0.4204712715942842,HighSchoolOrCollege,happy,True,2023-01-01
22,0.42661618546286717,HighSchoolOrCollege,happy,True,2023-02-01
22,0.4453230271893547,HighSchoolOrCollege,happy,True,2023-03-01
22,0.43862745831690275,HighSchoolOrCollege,happy,True,2023-04-01
22,0.37467288865281767,HighSchoolOrCollege,happy,True,2023-05-01
23,0.747910331286926,Low,sad,True,2022-03-01
23,0.6953237172939525,Low,sad,True,2022-04-01
23,0.6753104152236223,Low,sad,True,2022-05-01
23,0.6564135008052387,Low,sad,True,2022-06-01
23,0.7196569839265303,Low,sad,True,2022-07-01
23,0.674552944539805,Low,sad,True,2022-08-01
23,0.6589661604999402,Low,sad,True,2022-09-01
23,0.7005519834407687,Low,sad,True,2022-10-01
23,0.665873856245455,Low,sad,True,2022-11-01
23,0.6552557998428772,Low,sad,True,2022-12-01
23,0.6807968727587239,Low,sad,True,2023-01-01
23,0.6644126962152892,Low,sad,True,2023-02-01
23,0.6785389477667759,Low,sad,True,2023-03-01
23,0.6995271773069944,Low,sad,True,2023-04-01
23,0.6462544829111192,Low,sad,True,2023-05-01
24,0.8643316013770445,Bachelors,happy,True,2022-03-01
24,0.8342367478964412,Bachelors,happy,True,2022-04-01
24,0.850559569301036,Bachelors,happy,True,2022-05-01
24,0.8482126071165298,Bachelors,happy,True,2022-06-01
24,0.8322013481531042,Bachelors,happy,True,2022-07-01
24,0.8641282680332684,Bachelors,happy,True,2022-08-01
24,0.8498893286793948,Bachelors,happy,True,2022-09-01
24,0.8336389580745047,Bachelors,happy,True,2022-10-01
24,0.8324475737194997,Bachelors,happy,True,2022-11-01
24,0.8212167725123108,Bachelors,happy,True,2022-12-01
24,0.8408512149975159,Bachelors,happy,True,2023-01-01
24,0.8334991446602025,Bachelors,happy,True,2023-02-01
24,0.8579445179832861,Bachelors,happy,True,2023-03-01
24,0.8404322893897803,Bachelors,happy,True,2023-04-01
24,0.8335719651578284,Bachelors,happy,True,2023-05-01
25,0.8222933643899366,HighSchoolOrCollege,happy,True,2022-03-01
25,0.764181449833109,HighSchoolOrCollege,happy,True,2022-04-01
25,0.7640845201223089,HighSchoolOrCollege,happy,True,2022-05-01
25,0.7739482239453015,HighSchoolOrCollege,happy,True,2022-06-01
25,0.7637547183547178,HighSchoolOrCollege,happy,True,2022-07-01
25,0.7853122117420164,HighSchoolOrCollege,happy,True,2022-08-01
25,0.7869110945845261,HighSchoolOrCollege,happy,True,2022-09-01
25,0.774731697749508,HighSchoolOrCollege,happy,True,2022-10-01
25,0.7736076494796834,HighSchoolOrCollege,happy,True,2022-11-01
25,0.781637627315429,HighSchoolOrCollege,happy,True,2022-12-01
25,0.7479063838158696,HighSchoolOrCollege,happy,True,2023-01-01
25,0.7763713677502748,HighSchoolOrCollege,happy,True,2023-02-01
25,0.8015930468778562,HighSchoolOrCollege,happy,True,2023-03-01
25,0.7782483310451453,HighSchoolOrCollege,happy,True,2023-04-01
25,0.7834824197155118,HighSchoolOrCollege,happy,True,2023-05-01
26,0.762003120802347,HighSchoolOrCollege,happy,True,2022-03-01
26,0.6656002589938559,HighSchoolOrCollege,happy,True,2022-04-01
26,0.7395788283202056,HighSchoolOrCollege,happy,True,2022-05-01
26,0.7492751680119447,HighSchoolOrCollege,happy,True,2022-06-01
26,0.671389003574191,HighSchoolOrCollege,happy,True,2022-07-01
26,0.7393171286112445,HighSchoolOrCollege,happy,True,2022-08-01
26,0.7445760127095277,HighSchoolOrCollege,happy,True,2022-09-01
26,0.7151090418140831,HighSchoolOrCollege,happy,True,2022-10-01
26,0.7192819159957542,HighSchoolOrCollege,happy,True,2022-11-01
26,0.6583479474915059,HighSchoolOrCollege,happy,True,2022-12-01
26,0.7368889583143893,HighSchoolOrCollege,happy,True,2023-01-01
26,0.7208449196533243,HighSchoolOrCollege,happy,True,2023-02-01
26,0.762139160701929,HighSchoolOrCollege,happy,True,2023-03-01
26,0.7030785996483868,HighSchoolOrCollege,happy,True,2023-04-01
26,0.7345180347068163,HighSchoolOrCollege,happy,True,2023-05-01
27,0.8100514921227766,HighSchoolOrCollege,sad,True,2022-03-01
27,0.7507914464313385,HighSchoolOrCollege,sad,True,2022-04-01
27,0.8102283008963401,HighSchoolOrCollege,sad,True,2022-05-01
27,0.81436709741446,HighSchoolOrCollege,sad,True,2022-06-01
27,0.7788001559269909,HighSchoolOrCollege,sad,True,2022-07-01
27,0.8210251905021261,HighSchoolOrCollege,sad,True,2022-08-01
27,0.7973816675497112,HighSchoolOrCollege,sad,True,2022-09-01
27,0.7923443124690646,HighSchoolOrCollege,sad,True,2022-10-01
27,0.7779146398740403,HighSchoolOrCollege,sad,True,2022-11-01
27,0.795209127388576,HighSchoolOrCollege,sad,True,2022-12-01
27,0.7824904750158296,HighSchoolOrCollege,sad,True,2023-01-01
27,0.7645633500878478,HighSchoolOrCollege,sad,True,2023-02-01
27,0.7582517140424978,HighSchoolOrCollege,sad,True,2023-03-01
27,0.7675036903745939,HighSchoolOrCollege,sad,True,2023-04-01
27,0.7597186289570754,HighSchoolOrCollege,sad,True,2023-05-01
28,0.8795777695706183,Bachelors,sad,True,2022-03-01
28,0.8955073289205464,Bachelors,sad,True,2022-04-01
28,0.9061307082550841,Bachelors,sad,True,2022-05-01
28,0.8981234899693851,Bachelors,sad,True,2022-06-01
28,0.8920170093457098,Bachelors,sad,True,2022-07-01
28,0.9101775179249354,Bachelors,sad,True,2022-08-01
28,0.8652876229388429,Bachelors,sad,True,2022-09-01
28,0.8808139165352463,Bachelors,sad,True,2022-10-01
28,0.8965532064333592,Bachelors,sad,True,2022-11-01
28,0.8548300553782635,Bachelors,sad,True,2022-12-01
28,0.8937141578748422,Bachelors,sad,True,2023-01-01
28,0.8739055747009914,Bachelors,sad,True,2023-02-01
28,0.903333993623932,Bachelors,sad,True,2023-03-01
28,0.9006694189923352,Bachelors,sad,True,2023-04-01
28,0.8975941910832484,Bachelors,sad,True,2023-05-01
29,0.7720630840221259,Low,happy,True,2022-03-01
29,0.7481475634326233,Low,happy,True,2022-04-01
29,0.7465030355932541,Low,happy,True,2022-05-01
29,0.7368860118963023,Low,happy,True,2022-06-01
29,0.6849396751781249,Low,happy,True,2022-07-01
