participantId,year,month,amount_x,amount_y,engel_idx,date
22,2022,9,3164.1667853011872,1766.5198289450998,0.5582891006729755,2022-09-01
22,2022,10,3314.8413941250533,1861.7993111996773,0.5616556238556011,2022-10-01
22,2022,11,3314.8413941250533,1841.5467229749047,0.555545953492287,2022-11-01
22,2022,12,3314.8413941250533,1797.2593265354813,0.5421856170014026,2022-12-01
22,2023,1,3314.8413941250533,1921.0458180039263,0.579528728405717,2023-01-01
22,2023,2,3013.492176477321,1727.887639226378,0.5733838145371345,2023-02-01
22,2023,3,3314.8413941250533,1838.666189840708,0.5546769728106467,2023-03-01
22,2023,4,3164.1667853011872,1776.2763505737669,0.5613725416830986,2023-04-01
22,2023,5,2712.142958829589,1695.97652200551,0.6253271113471834,2023-05-01
23,2022,3,7019.532279424024,1769.5515668407336,0.2520896687130743,2022-03-01
23,2022,4,5098.529669614222,1553.401067004555,0.30467628270604774,2022-04-01
23,2022,5,5098.529669614222,1655.4394813970857,0.32468958477637805,2022-05-01
23,2022,6,4866.778320995394,1672.1593256677668,0.34358649919476153,2022-06-01
23,2022,7,5330.28101823305,1494.3070571706194,0.28034301607346984,2022-07-01
23,2022,8,5098.529669614222,1659.3014681523905,0.3254470554601952,2022-08-01
23,2022,9,4866.778320995394,1659.7360968047146,0.34103383950006,2022-09-01
23,2022,10,5330.28101823305,1596.142078613208,0.29944801655923153,2022-10-01
